Notes,Infant Birth Weight 12,Infant Birth Weight 12 Code,County of Residence,County of Residence Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Year,Year Code,Births,Average Birth Weight (grams)
,500 - 999 grams,2,"Gwinnett County, GA",13135,Not Hispanic or Latino,2186-5,2019,2019,59,777.24
,500 - 999 grams,2,"Henry County, GA",13151,Not Hispanic or Latino,2186-5,2019,2019,20,738.7
,500 - 999 grams,2,"Houston County, GA",13153,Not Hispanic or Latino,2186-5,2019,2019,12,799.25
,500 - 999 grams,2,"Lowndes County, GA",13185,Not Hispanic or Latino,2186-5,2019,2019,11,766.55
,500 - 999 grams,2,"Muscogee County, GA",13215,Not Hispanic or Latino,2186-5,2019,2019,27,756.48
,500 - 999 grams,2,"Richmond County, GA",13245,Not Hispanic or Latino,2186-5,2019,2019,30,783.53
,500 - 999 grams,2,"Unidentified Counties, GA",13999,Hispanic or Latino,2135-2,2019,2019,24,756.42
,500 - 999 grams,2,"Unidentified Counties, GA",13999,Not Hispanic or Latino,2186-5,2019,2019,255,770.61
,500 - 999 grams,2,"Honolulu County, HI",15003,Hispanic or Latino,2135-2,2019,2019,13,782.31
,500 - 999 grams,2,"Honolulu County, HI",15003,Not Hispanic or Latino,2186-5,2019,2019,61,768.97
,500 - 999 grams,2,"Ada County, ID",16001,Not Hispanic or Latino,2186-5,2019,2019,17,802.59
,500 - 999 grams,2,"Unidentified Counties, ID",16999,Not Hispanic or Latino,2186-5,2019,2019,18,717.56
,500 - 999 grams,2,"Champaign County, IL",17019,Not Hispanic or Latino,2186-5,2019,2019,17,761.12
,500 - 999 grams,2,"Cook County, IL",17031,Hispanic or Latino,2135-2,2019,2019,102,765.79
,500 - 999 grams,2,"Cook County, IL",17031,Not Hispanic or Latino,2186-5,2019,2019,250,754.72
,500 - 999 grams,2,"DuPage County, IL",17043,Not Hispanic or Latino,2186-5,2019,2019,32,787.44
,500 - 999 grams,2,"Kane County, IL",17089,Not Hispanic or Latino,2186-5,2019,2019,16,797.62
,500 - 999 grams,2,"Lake County, IL",17097,Not Hispanic or Latino,2186-5,2019,2019,23,759.7
,500 - 999 grams,2,"Peoria County, IL",17143,Not Hispanic or Latino,2186-5,2019,2019,12,760.67
,500 - 999 grams,2,"St. Clair County, IL",17163,Not Hispanic or Latino,2186-5,2019,2019,35,778.63
,500 - 999 grams,2,"Will County, IL",17197,Not Hispanic or Latino,2186-5,2019,2019,29,749
,500 - 999 grams,2,"Winnebago County, IL",17201,Not Hispanic or Latino,2186-5,2019,2019,17,748.18
,500 - 999 grams,2,"Unidentified Counties, IL",17999,Not Hispanic or Latino,2186-5,2019,2019,61,759.21
,500 - 999 grams,2,"Allen County, IN",18003,Not Hispanic or Latino,2186-5,2019,2019,34,770
,500 - 999 grams,2,"Clark County, IN",18019,Not Hispanic or Latino,2186-5,2019,2019,11,781.36
,500 - 999 grams,2,"Hamilton County, IN",18057,Not Hispanic or Latino,2186-5,2019,2019,16,826.94
,500 - 999 grams,2,"Lake County, IN",18089,Not Hispanic or Latino,2186-5,2019,2019,21,809.62
,500 - 999 grams,2,"Marion County, IN",18097,Not Hispanic or Latino,2186-5,2019,2019,80,753.04
,500 - 999 grams,2,"St. Joseph County, IN",18141,Not Hispanic or Latino,2186-5,2019,2019,19,802.63
,500 - 999 grams,2,"Vigo County, IN",18167,Not Hispanic or Latino,2186-5,2019,2019,11,812
,500 - 999 grams,2,"Unidentified Counties, IN",18999,Not Hispanic or Latino,2186-5,2019,2019,112,750.94
,500 - 999 grams,2,"Linn County, IA",19113,Not Hispanic or Latino,2186-5,2019,2019,20,749.45
,500 - 999 grams,2,"Polk County, IA",19153,Not Hispanic or Latino,2186-5,2019,2019,19,790.95
,500 - 999 grams,2,"Unidentified Counties, IA",19999,Not Hispanic or Latino,2186-5,2019,2019,71,759.48
,500 - 999 grams,2,"Johnson County, KS",20091,Not Hispanic or Latino,2186-5,2019,2019,31,752.32
,500 - 999 grams,2,"Sedgwick County, KS",20173,Not Hispanic or Latino,2186-5,2019,2019,38,769.87
,500 - 999 grams,2,"Wyandotte County, KS",20209,Not Hispanic or Latino,2186-5,2019,2019,12,749.08
,500 - 999 grams,2,"Unidentified Counties, KS",20999,Not Hispanic or Latino,2186-5,2019,2019,56,740.41
,500 - 999 grams,2,"Fayette County, KY",21067,Not Hispanic or Latino,2186-5,2019,2019,15,813.33
,500 - 999 grams,2,"Jefferson County, KY",21111,Not Hispanic or Latino,2186-5,2019,2019,39,786
,500 - 999 grams,2,"Kenton County, KY",21117,Not Hispanic or Latino,2186-5,2019,2019,14,804.07
,500 - 999 grams,2,"Unidentified Counties, KY",21999,Not Hispanic or Latino,2186-5,2019,2019,135,771.61
,500 - 999 grams,2,"Bossier Parish, LA",22015,Not Hispanic or Latino,2186-5,2019,2019,11,711.64
,500 - 999 grams,2,"Caddo Parish, LA",22017,Not Hispanic or Latino,2186-5,2019,2019,32,724.28
,500 - 999 grams,2,"Calcasieu Parish, LA",22019,Not Hispanic or Latino,2186-5,2019,2019,16,735.31
,500 - 999 grams,2,"East Baton Rouge Parish, LA",22033,Not Hispanic or Latino,2186-5,2019,2019,51,787.98
,500 - 999 grams,2,"Jefferson Parish, LA",22051,Hispanic or Latino,2135-2,2019,2019,10,726.4
,500 - 999 grams,2,"Jefferson Parish, LA",22051,Not Hispanic or Latino,2186-5,2019,2019,36,701.08
,500 - 999 grams,2,"Lafayette Parish, LA",22055,Not Hispanic or Latino,2186-5,2019,2019,15,695.53
,500 - 999 grams,2,"Orleans Parish, LA",22071,Not Hispanic or Latino,2186-5,2019,2019,39,711.92
,500 - 999 grams,2,"Ouachita Parish, LA",22073,Not Hispanic or Latino,2186-5,2019,2019,16,792.38
,500 - 999 grams,2,"St. Tammany Parish, LA",22103,Not Hispanic or Latino,2186-5,2019,2019,11,801.45
,500 - 999 grams,2,"Tangipahoa Parish, LA",22105,Not Hispanic or Latino,2186-5,2019,2019,20,746.4
,500 - 999 grams,2,"Unidentified Counties, LA",22999,Not Hispanic or Latino,2186-5,2019,2019,124,757.63
,500 - 999 grams,2,"Cumberland County, ME",23005,Not Hispanic or Latino,2186-5,2019,2019,10,795.6
,500 - 999 grams,2,"Unidentified Counties, ME",23999,Not Hispanic or Latino,2186-5,2019,2019,17,742.88
,500 - 999 grams,2,"Anne Arundel County, MD",24003,Not Hispanic or Latino,2186-5,2019,2019,28,713.75
,500 - 999 grams,2,"Baltimore County, MD",24005,Hispanic or Latino,2135-2,2019,2019,12,754.25
,500 - 999 grams,2,"Baltimore County, MD",24005,Not Hispanic or Latino,2186-5,2019,2019,48,722.81
,500 - 999 grams,2,"Charles County, MD",24017,Not Hispanic or Latino,2186-5,2019,2019,12,766.33
,500 - 999 grams,2,"Frederick County, MD",24021,Not Hispanic or Latino,2186-5,2019,2019,12,805.17
,500 - 999 grams,2,"Howard County, MD",24027,Not Hispanic or Latino,2186-5,2019,2019,14,719.64
,500 - 999 grams,2,"Montgomery County, MD",24031,Hispanic or Latino,2135-2,2019,2019,10,700.8
,500 - 999 grams,2,"Montgomery County, MD",24031,Not Hispanic or Latino,2186-5,2019,2019,49,762.04
,500 - 999 grams,2,"Prince George's County, MD",24033,Hispanic or Latino,2135-2,2019,2019,16,702.69
,500 - 999 grams,2,"Prince George's County, MD",24033,Not Hispanic or Latino,2186-5,2019,2019,59,733.39
,500 - 999 grams,2,"Baltimore city, MD",24510,Not Hispanic or Latino,2186-5,2019,2019,64,772.47
,500 - 999 grams,2,"Unidentified Counties, MD",24999,Not Hispanic or Latino,2186-5,2019,2019,17,724.41
,500 - 999 grams,2,"Bristol County, MA",25005,Not Hispanic or Latino,2186-5,2019,2019,19,788.89
,500 - 999 grams,2,"Essex County, MA",25009,Hispanic or Latino,2135-2,2019,2019,21,770.57
,500 - 999 grams,2,"Essex County, MA",25009,Not Hispanic or Latino,2186-5,2019,2019,15,765.87
,500 - 999 grams,2,"Hampden County, MA",25013,Hispanic or Latino,2135-2,2019,2019,19,724.21
,500 - 999 grams,2,"Hampden County, MA",25013,Not Hispanic or Latino,2186-5,2019,2019,12,829.83
,500 - 999 grams,2,"Middlesex County, MA",25017,Hispanic or Latino,2135-2,2019,2019,11,759
,500 - 999 grams,2,"Middlesex County, MA",25017,Not Hispanic or Latino,2186-5,2019,2019,42,807.48
,500 - 999 grams,2,"Norfolk County, MA",25021,Not Hispanic or Latino,2186-5,2019,2019,20,728.25
,500 - 999 grams,2,"Plymouth County, MA",25023,Not Hispanic or Latino,2186-5,2019,2019,16,751.31
,500 - 999 grams,2,"Suffolk County, MA",25025,Hispanic or Latino,2135-2,2019,2019,15,766.47
,500 - 999 grams,2,"Suffolk County, MA",25025,Not Hispanic or Latino,2186-5,2019,2019,30,770.3
,500 - 999 grams,2,"Worcester County, MA",25027,Not Hispanic or Latino,2186-5,2019,2019,27,751.89
,500 - 999 grams,2,"Genesee County, MI",26049,Not Hispanic or Latino,2186-5,2019,2019,36,730.89
,500 - 999 grams,2,"Ingham County, MI",26065,Not Hispanic or Latino,2186-5,2019,2019,14,737.79
,500 - 999 grams,2,"Kalamazoo County, MI",26077,Not Hispanic or Latino,2186-5,2019,2019,17,711.59
,500 - 999 grams,2,"Kent County, MI",26081,Not Hispanic or Latino,2186-5,2019,2019,28,727.11
,500 - 999 grams,2,"Macomb County, MI",26099,Not Hispanic or Latino,2186-5,2019,2019,48,731.08
,500 - 999 grams,2,"Oakland County, MI",26125,Not Hispanic or Latino,2186-5,2019,2019,57,756.7
,500 - 999 grams,2,"Washtenaw County, MI",26161,Not Hispanic or Latino,2186-5,2019,2019,13,761.92
,500 - 999 grams,2,"Wayne County, MI",26163,Not Hispanic or Latino,2186-5,2019,2019,179,728.91
,500 - 999 grams,2,"Unidentified Counties, MI",26999,Not Hispanic or Latino,2186-5,2019,2019,86,762.57
,500 - 999 grams,2,"Anoka County, MN",27003,Not Hispanic or Latino,2186-5,2019,2019,17,736.47
,500 - 999 grams,2,"Dakota County, MN",27037,Not Hispanic or Latino,2186-5,2019,2019,10,711.2
,500 - 999 grams,2,"Hennepin County, MN",27053,Hispanic or Latino,2135-2,2019,2019,10,772.7
,500 - 999 grams,2,"Hennepin County, MN",27053,Not Hispanic or Latino,2186-5,2019,2019,83,746.95
,500 - 999 grams,2,"Olmsted County, MN",27109,Not Hispanic or Latino,2186-5,2019,2019,10,797
,500 - 999 grams,2,"Ramsey County, MN",27123,Not Hispanic or Latino,2186-5,2019,2019,27,712.52
,500 - 999 grams,2,"Unidentified Counties, MN",27999,Not Hispanic or Latino,2186-5,2019,2019,75,803.12
,500 - 999 grams,2,"DeSoto County, MS",28033,Not Hispanic or Latino,2186-5,2019,2019,17,757.29
,500 - 999 grams,2,"Harrison County, MS",28047,Not Hispanic or Latino,2186-5,2019,2019,27,791.41
,500 - 999 grams,2,"Hinds County, MS",28049,Not Hispanic or Latino,2186-5,2019,2019,28,723.89
,500 - 999 grams,2,"Jackson County, MS",28059,Not Hispanic or Latino,2186-5,2019,2019,12,772.75
,500 - 999 grams,2,"Rankin County, MS",28121,Not Hispanic or Latino,2186-5,2019,2019,11,805.73
,500 - 999 grams,2,"Unidentified Counties, MS",28999,Not Hispanic or Latino,2186-5,2019,2019,213,761.68
,500 - 999 grams,2,"Greene County, MO",29077,Not Hispanic or Latino,2186-5,2019,2019,24,773.92
,500 - 999 grams,2,"Jackson County, MO",29095,Not Hispanic or Latino,2186-5,2019,2019,47,752.06
,500 - 999 grams,2,"Jefferson County, MO",29099,Not Hispanic or Latino,2186-5,2019,2019,11,771.82
,500 - 999 grams,2,"St. Louis County, MO",29189,Not Hispanic or Latino,2186-5,2019,2019,68,735.63
,500 - 999 grams,2,"St. Louis city, MO",29510,Not Hispanic or Latino,2186-5,2019,2019,31,779.61
,500 - 999 grams,2,"Unidentified Counties, MO",29999,Not Hispanic or Latino,2186-5,2019,2019,149,771.59
,500 - 999 grams,2,"Unidentified Counties, MT",30999,Not Hispanic or Latino,2186-5,2019,2019,23,740.7
,500 - 999 grams,2,"Douglas County, NE",31055,Not Hispanic or Latino,2186-5,2019,2019,33,776.61
,500 - 999 grams,2,"Lancaster County, NE",31109,Not Hispanic or Latino,2186-5,2019,2019,12,808.33
,500 - 999 grams,2,"Unidentified Counties, NE",31999,Not Hispanic or Latino,2186-5,2019,2019,39,742.56
,500 - 999 grams,2,"Clark County, NV",32003,Hispanic or Latino,2135-2,2019,2019,55,763.27
,500 - 999 grams,2,"Clark County, NV",32003,Not Hispanic or Latino,2186-5,2019,2019,95,787.57
,500 - 999 grams,2,"Hillsborough County, NH",33011,Not Hispanic or Latino,2186-5,2019,2019,10,854.4
,500 - 999 grams,2,"Unidentified Counties, NH",33999,Not Hispanic or Latino,2186-5,2019,2019,14,821.07
,500 - 999 grams,2,"Atlantic County, NJ",34001,Not Hispanic or Latino,2186-5,2019,2019,11,694.91
,500 - 999 grams,2,"Bergen County, NJ",34003,Not Hispanic or Latino,2186-5,2019,2019,14,769.64
,500 - 999 grams,2,"Burlington County, NJ",34005,Not Hispanic or Latino,2186-5,2019,2019,12,753.33
,500 - 999 grams,2,"Camden County, NJ",34007,Hispanic or Latino,2135-2,2019,2019,11,722.45
,500 - 999 grams,2,"Camden County, NJ",34007,Not Hispanic or Latino,2186-5,2019,2019,32,784.47
,500 - 999 grams,2,"Essex County, NJ",34013,Hispanic or Latino,2135-2,2019,2019,25,747.16
,500 - 999 grams,2,"Essex County, NJ",34013,Not Hispanic or Latino,2186-5,2019,2019,69,762.17
,500 - 999 grams,2,"Gloucester County, NJ",34015,Not Hispanic or Latino,2186-5,2019,2019,12,788.83
,500 - 999 grams,2,"Hudson County, NJ",34017,Hispanic or Latino,2135-2,2019,2019,17,770.35
,500 - 999 grams,2,"Hudson County, NJ",34017,Not Hispanic or Latino,2186-5,2019,2019,23,785.09
,500 - 999 grams,2,"Mercer County, NJ",34021,Not Hispanic or Latino,2186-5,2019,2019,17,801.35
,500 - 999 grams,2,"Middlesex County, NJ",34023,Hispanic or Latino,2135-2,2019,2019,17,775.88
,500 - 999 grams,2,"Middlesex County, NJ",34023,Not Hispanic or Latino,2186-5,2019,2019,21,767.1
,500 - 999 grams,2,"Morris County, NJ",34027,Not Hispanic or Latino,2186-5,2019,2019,13,732.85
,500 - 999 grams,2,"Ocean County, NJ",34029,Not Hispanic or Latino,2186-5,2019,2019,19,761.11
,500 - 999 grams,2,"Passaic County, NJ",34031,Hispanic or Latino,2135-2,2019,2019,13,694.08
,500 - 999 grams,2,"Passaic County, NJ",34031,Not Hispanic or Latino,2186-5,2019,2019,18,770.06
,500 - 999 grams,2,"Union County, NJ",34039,Hispanic or Latino,2135-2,2019,2019,12,800.75
,500 - 999 grams,2,"Union County, NJ",34039,Not Hispanic or Latino,2186-5,2019,2019,22,806.68
,500 - 999 grams,2,"Bernalillo County, NM",35001,Hispanic or Latino,2135-2,2019,2019,20,787
,500 - 999 grams,2,"Bernalillo County, NM",35001,Not Hispanic or Latino,2186-5,2019,2019,12,816
,500 - 999 grams,2,"Dona Ana County, NM",35013,Hispanic or Latino,2135-2,2019,2019,13,705.77
,500 - 999 grams,2,"Unidentified Counties, NM",35999,Hispanic or Latino,2135-2,2019,2019,25,757.48
,500 - 999 grams,2,"Unidentified Counties, NM",35999,Not Hispanic or Latino,2186-5,2019,2019,17,739.76
,500 - 999 grams,2,"Bronx County, NY",36005,Hispanic or Latino,2135-2,2019,2019,72,727.75
,500 - 999 grams,2,"Bronx County, NY",36005,Not Hispanic or Latino,2186-5,2019,2019,92,761.07
,500 - 999 grams,2,"Erie County, NY",36029,Not Hispanic or Latino,2186-5,2019,2019,44,749.02
,500 - 999 grams,2,"Kings County, NY",36047,Hispanic or Latino,2135-2,2019,2019,27,784.78
,500 - 999 grams,2,"Kings County, NY",36047,Not Hispanic or Latino,2186-5,2019,2019,149,756.92
,500 - 999 grams,2,"Monroe County, NY",36055,Not Hispanic or Latino,2186-5,2019,2019,56,765.45
,500 - 999 grams,2,"Nassau County, NY",36059,Hispanic or Latino,2135-2,2019,2019,18,749.44
,500 - 999 grams,2,"Nassau County, NY",36059,Not Hispanic or Latino,2186-5,2019,2019,45,790.36
,500 - 999 grams,2,"New York County, NY",36061,Hispanic or Latino,2135-2,2019,2019,24,794.83
,500 - 999 grams,2,"New York County, NY",36061,Not Hispanic or Latino,2186-5,2019,2019,43,775.16
,500 - 999 grams,2,"Niagara County, NY",36063,Not Hispanic or Latino,2186-5,2019,2019,10,745.1
,500 - 999 grams,2,"Oneida County, NY",36065,Not Hispanic or Latino,2186-5,2019,2019,17,746.53
,500 - 999 grams,2,"Onondaga County, NY",36067,Not Hispanic or Latino,2186-5,2019,2019,22,786.91
,500 - 999 grams,2,"Orange County, NY",36071,Not Hispanic or Latino,2186-5,2019,2019,25,809.56
,500 - 999 grams,2,"Queens County, NY",36081,Hispanic or Latino,2135-2,2019,2019,26,756.38
,500 - 999 grams,2,"Queens County, NY",36081,Not Hispanic or Latino,2186-5,2019,2019,96,765.96
,500 - 999 grams,2,"Richmond County, NY",36085,Hispanic or Latino,2135-2,2019,2019,10,701.9
,500 - 999 grams,2,"Richmond County, NY",36085,Not Hispanic or Latino,2186-5,2019,2019,21,761.81
,500 - 999 grams,2,"Rockland County, NY",36087,Not Hispanic or Latino,2186-5,2019,2019,17,778.47
,500 - 999 grams,2,"Suffolk County, NY",36103,Hispanic or Latino,2135-2,2019,2019,25,750.4
,500 - 999 grams,2,"Suffolk County, NY",36103,Not Hispanic or Latino,2186-5,2019,2019,33,775.55
,500 - 999 grams,2,"Westchester County, NY",36119,Hispanic or Latino,2135-2,2019,2019,17,788.65
,500 - 999 grams,2,"Westchester County, NY",36119,Not Hispanic or Latino,2186-5,2019,2019,36,759.5
,500 - 999 grams,2,"Unidentified Counties, NY",36999,Not Hispanic or Latino,2186-5,2019,2019,62,737.37
,500 - 999 grams,2,"Cabarrus County, NC",37025,Not Hispanic or Latino,2186-5,2019,2019,13,770.15
,500 - 999 grams,2,"Cumberland County, NC",37051,Not Hispanic or Latino,2186-5,2019,2019,33,693.61
,500 - 999 grams,2,"Durham County, NC",37063,Not Hispanic or Latino,2186-5,2019,2019,19,727.37
,500 - 999 grams,2,"Forsyth County, NC",37067,Not Hispanic or Latino,2186-5,2019,2019,31,732.35
,500 - 999 grams,2,"Gaston County, NC",37071,Not Hispanic or Latino,2186-5,2019,2019,18,784
,500 - 999 grams,2,"Guilford County, NC",37081,Not Hispanic or Latino,2186-5,2019,2019,36,729.14
,500 - 999 grams,2,"Harnett County, NC",37085,Not Hispanic or Latino,2186-5,2019,2019,11,680.18
,500 - 999 grams,2,"Mecklenburg County, NC",37119,Hispanic or Latino,2135-2,2019,2019,17,790.53
,500 - 999 grams,2,"Mecklenburg County, NC",37119,Not Hispanic or Latino,2186-5,2019,2019,91,761.46
,500 - 999 grams,2,"Onslow County, NC",37133,Not Hispanic or Latino,2186-5,2019,2019,11,862.82
,500 - 999 grams,2,"Pitt County, NC",37147,Not Hispanic or Latino,2186-5,2019,2019,22,733
,500 - 999 grams,2,"Robeson County, NC",37155,Not Hispanic or Latino,2186-5,2019,2019,12,803.67
,500 - 999 grams,2,"Rowan County, NC",37159,Not Hispanic or Latino,2186-5,2019,2019,12,687.42
,500 - 999 grams,2,"Union County, NC",37179,Not Hispanic or Latino,2186-5,2019,2019,10,758.3
,500 - 999 grams,2,"Wake County, NC",37183,Hispanic or Latino,2135-2,2019,2019,11,804.27
,500 - 999 grams,2,"Wake County, NC",37183,Not Hispanic or Latino,2186-5,2019,2019,62,715.66
,500 - 999 grams,2,"Wayne County, NC",37191,Not Hispanic or Latino,2186-5,2019,2019,13,727.15
,500 - 999 grams,2,"Unidentified Counties, NC",37999,Hispanic or Latino,2135-2,2019,2019,17,713.18
,500 - 999 grams,2,"Unidentified Counties, NC",37999,Not Hispanic or Latino,2186-5,2019,2019,204,761.53
,500 - 999 grams,2,"Cass County, ND",38017,Not Hispanic or Latino,2186-5,2019,2019,16,753.62
,500 - 999 grams,2,"Unidentified Counties, ND",38999,Not Hispanic or Latino,2186-5,2019,2019,28,740.36
,500 - 999 grams,2,"Butler County, OH",39017,Not Hispanic or Latino,2186-5,2019,2019,26,780.04
,500 - 999 grams,2,"Cuyahoga County, OH",39035,Not Hispanic or Latino,2186-5,2019,2019,95,702.87
,500 - 999 grams,2,"Delaware County, OH",39041,Not Hispanic or Latino,2186-5,2019,2019,10,766.3
,500 - 999 grams,2,"Fairfield County, OH",39045,Not Hispanic or Latino,2186-5,2019,2019,10,754.8
,500 - 999 grams,2,"Franklin County, OH",39049,Hispanic or Latino,2135-2,2019,2019,11,685
,500 - 999 grams,2,"Franklin County, OH",39049,Not Hispanic or Latino,2186-5,2019,2019,127,766.84
,500 - 999 grams,2,"Hamilton County, OH",39061,Not Hispanic or Latino,2186-5,2019,2019,76,749.21
,500 - 999 grams,2,"Lake County, OH",39085,Not Hispanic or Latino,2186-5,2019,2019,10,689
,500 - 999 grams,2,"Lorain County, OH",39093,Not Hispanic or Latino,2186-5,2019,2019,14,729.71
,500 - 999 grams,2,"Lucas County, OH",39095,Not Hispanic or Latino,2186-5,2019,2019,31,757.58
,500 - 999 grams,2,"Montgomery County, OH",39113,Not Hispanic or Latino,2186-5,2019,2019,35,707
,500 - 999 grams,2,"Stark County, OH",39151,Not Hispanic or Latino,2186-5,2019,2019,14,773
,500 - 999 grams,2,"Summit County, OH",39153,Not Hispanic or Latino,2186-5,2019,2019,27,731.7
,500 - 999 grams,2,"Unidentified Counties, OH",39999,Not Hispanic or Latino,2186-5,2019,2019,115,763.68
,500 - 999 grams,2,"Cleveland County, OK",40027,Not Hispanic or Latino,2186-5,2019,2019,16,712.38
,500 - 999 grams,2,"Oklahoma County, OK",40109,Hispanic or Latino,2135-2,2019,2019,10,812.8
